Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;N;22;29;25;27;26;24;25;23;29;25;23;26;6
1387;Min;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1387;Q1;4.6;5.0;3.2;3.6;1.0;0.0;0.0;0.0;0.0;2.0;4.0;4.4;
1387;Q2;6.0;7.0;5.0;7.0;3.0;2.0;1.0;1.0;2.0;4.4;6.0;8.0;
1387;Q3;8.8;10.0;7.6;9.8;5.0;3.0;1.0;1.0;3.0;6.0;8.4;11.0;
1387;Q4;13.4;11.0;10.0;13.4;6.6;5.0;2.0;2.0;4.0;7.0;10.6;13.6;
1387;Max;15.0;18.0;16.0;17.0;18.0;11.0;3.0;4.0;7.0;14.0;16.0;20.0;
1387;Mn;7.0;8.0;7.0;8.0;4.0;2.0;1.0;1.0;2.0;5.0;7.0;8.5;
1387;Md;7.9;8.2;6.8;8.1;4.5;2.7;1.2;1.1;2.4;5.3;7.6;9.1;
1387;S;4.13;3.92;4.03;4.79;4.06;2.56;0.99;1.12;2.03;3.56;4.14;5.03;
1387;Cv;0.52;0.48;0.60;0.59;0.89;0.95;0.85;1.03;0.83;0.67;0.55;0.55;
1387E;N;26;26;24;24;26;24;24;20;22;25;22;22;12
1387E;Min;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1387E;Q1;3.4;3.4;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.6;3.0;
1387E;Q2;5.8;4.8;4.0;3.0;2.0;1.0;0.0;0.0;1.0;3.4;4.0;5.2;
1387E;Q3;9.0;7.0;6.0;4.0;3.0;1.0;1.0;1.0;2.0;4.6;6.8;7.8;
1387E;Q4;11.2;8.0;9.0;8.0;4.6;2.0;1.0;2.0;5.0;7.0;8.0;11.0;
1387E;Max;15.0;10.0;16.0;9.0;10.0;4.0;3.0;5.0;6.0;14.0;15.0;20.0;
1387E;Mn;7.0;5.5;5.0;4.0;2.0;1.0;0.0;1.0;1.5;4.0;5.5;6.0;
1387E;Md;7.3;5.6;5.8;4.3;2.8;1.3;0.6;1.1;2.1;4.4;5.5;7.2;
1387E;S;3.98;2.68;4.15;2.97;2.54;1.20;0.88;1.32;2.14;3.54;3.60;5.00;
1387E;Cv;0.54;0.48;0.71;0.70;0.89;0.93;1.40;1.25;1.00;0.80;0.66;0.69;
1428;N;19;27;22;21;19;18;23;20;22;18;23;15;2
1428;Min;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;
1428;Q1;2.0;2.6;1.0;1.4;0.0;0.0;0.0;0.0;0.0;1.0;1.8;2.2;
1428;Q2;4.0;3.2;3.2;3.8;1.0;1.0;0.0;0.0;1.0;2.6;3.0;4.0;
1428;Q3;8.0;7.0;6.0;5.0;2.0;2.0;0.0;1.0;2.0;4.0;5.0;6.0;
1428;Q4;10.0;8.0;8.4;8.6;6.0;2.2;1.0;1.0;3.4;6.2;6.0;10.8;
1428;Max;13.0;12.0;18.0;14.0;11.0;5.0;3.0;4.0;7.0;11.0;12.0;14.0;
1428;Mn;5.0;5.0;4.5;4.0;2.0;1.0;0.0;1.0;1.0;3.0;5.0;5.0;
1428;Md;6.1;5.4;5.3;5.0;2.9;1.6;0.4;0.9;2.0;3.8;4.3;5.9;
1428;S;4.08;3.05;4.38;4.14;3.09;1.54;0.78;1.09;2.15;2.84;2.90;4.00;
1428;Cv;0.67;0.57;0.82;0.82;1.07;0.99;2.00;1.28;1.10;0.75;0.68;0.68;
8175;N;8;9;6;6;8;7;6;8;7;6;10;10;2
8175;Min;;;;;;;;;;;;;
8175;Q1;;;;;;;;;;;;;
8175;Q2;;;;;;;;;;;;;
8175;Q3;;;;;;;;;;;;;
8175;Q4;;;;;;;;;;;;;
8175;Max;;;;;;;;;;;;;
8175;Mn;;;;;;;;;;;;;
8175;Md;;;;;;;;;;;;;
8175;S;;;;;;;;;;;;;
8175;Cv;;;;;;;;;;;;;
8178D;N;12;8;11;11;11;10;10;11;8;8;7;13;1
8178D;Min;;;;;;;;;;;;;
8178D;Q1;;;;;;;;;;;;;
8178D;Q2;;;;;;;;;;;;;
8178D;Q3;;;;;;;;;;;;;
8178D;Q4;;;;;;;;;;;;;
8178D;Max;;;;;;;;;;;;;
8178D;Mn;;;;;;;;;;;;;
8178D;Md;;;;;;;;;;;;;
8178D;S;;;;;;;;;;;;;
8178D;Cv;;;;;;;;;;;;;
8025;N;30;30;30;30;28;29;29;30;29;28;29;29;25
8025;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
8025;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
8025;Q2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0
8025;Q3;1.6;2.0;2.6;1.6;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;11.0
8025;Q4;3.8;2.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;14.0
8025;Max;5.0;4.0;8.0;4.0;3.0;3.0;1.0;2.0;2.0;2.0;5.0;5.0;18.0
8025;Mn;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0
8025;Md;1.5;1.3;2.0;1.3;0.6;0.4;0.1;0.2;0.3;0.3;0.7;1.3;10.3
8025;S;1.66;1.18;1.78;1.02;0.83;0.78;0.31;0.57;0.53;0.61;1.13;1.34;3.87
8025;Cv;1.08;0.91;0.89;0.79;1.29;1.88;3.00;2.44;1.91;1.90;1.56;1.02;0.38
8019;N;25;26;26;25;23;26;25;24;24;25;27;27;14
8019;Min;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
8019;Q1;3.0;3.0;2.0;3.0;1.8;0.0;0.0;0.0;0.0;0.0;1.6;2.6;
8019;Q2;4.4;4.0;3.0;4.0;2.0;1.0;0.0;1.0;1.0;1.0;4.0;4.0;
8019;Q3;6.6;5.0;6.2;5.0;2.0;2.0;2.0;1.0;2.0;3.0;5.0;5.8;
8019;Q4;9.8;8.8;8.0;7.8;4.2;4.0;2.0;2.0;4.0;4.0;7.0;7.4;
8019;Max;16.0;13.0;13.0;15.0;6.0;6.0;4.0;4.0;8.0;6.0;12.0;11.0;
8019;Mn;6.0;4.5;5.0;4.0;2.0;1.5;1.0;1.0;2.0;2.0;4.0;5.0;
8019;Md;6.0;5.5;5.3;5.2;2.5;2.0;1.2;1.1;2.2;2.4;4.5;5.2;
8019;S;4.07;3.59;3.60;3.46;1.56;1.96;1.22;1.19;2.32;2.04;2.93;2.77;
