Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;N;30;30;30;30;30;30;30;30;30;30;30;29;29
1387;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1387;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1387;Q2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1387;Q3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1387;Q4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1387;Max;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
1387;Mn;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1387;Md;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1
1387;S;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52
1387;Cv;3.81;-;-;-;-;-;-;-;-;-;-;-;3.74
1387E;N;29;29;30;30;30;30;29;28;29;29;27;29;25
1387E;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1387E;Q1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
1387E;Q2;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.4
1387E;Q3;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;11.6
1387E;Q4;6.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;15.8
1387E;Max;15.0;12.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;13.0;26.0
1387E;Mn;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0
1387E;Md;3.7;3.0;1.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.4;2.5;10.3
1387E;S;3.88;2.93;1.61;0.25;0.00;0.00;0.00;0.00;0.00;0.00;1.22;3.20;6.45
1387E;Cv;1.05;0.99;1.31;3.81;-;-;-;-;-;-;2.74;1.27;0.63
1428;N;30;30;28;28;29;28;30;29;28;27;28;28;26
1428;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
